title,authors,journal,volume,page,year
"Plodovitost' skorost' rosta i udel'naya produktsiya nekotorykh kopepod Atlanticheskogo okeana. Fecundity, growth rate and specific production of some Atlantic copepods. Biologiya Morya, Vladivostok",L Sazhina,Soviet J. mar. Biol,6,154-159,1980
The Ostracode family Hollinidae,R Schallreuter,Española de Micropaleontología,,163-172,1974
"Twenty-eight new species of Pyramidellidae (Gastropoda, Heterobranchia) from West Africa",C Schander,C.I.S.MA,15,11-78,1994
"Zur rezenten Muschelkrebsfauna des Naturschutzgebietes ""Hördter Rheinaue"" (Crustacea, Ostracoda)",B Scharf,Mitt.Pollichia,64,121-128,1976
Ostracoda in the Earth and Life Sciences,Burkhard Scharf,,,453-464,1993
A comparison of the Austral and Boreal Lower Cretaceous foraminiferal and ostracodal assemblages,V Scheibnerova,Geological Journal Special Issues,5,407-412,1973
Upper Triassic-to Lower Cretaceous Slovenian Basin successions in the northern margin of the Sava Folds,", B Scherman, B Rožič, Á Görög, S Kövér, L Fodor",,66,205-228,2023
"New varieties of <i>Nanina berlangeri</i> and <i>Corbicula fluminalis</i>, Müller, from India",H Schlesch,of the Indian Museum,,,1908
Kleine Mitteilungen VIII,H Schlesch,Archiv für Molluskenkunde,65,129-144,1933
The terrestrial isopods (Isopoda: Oniscidea) of Greece. 21st contribution: genus <i>Schizidium</i> (Armadillidiidae),H Schmalfuss,Beiträge zur Naturkunde Serie A (Biologie),681,1-38,2005
Dual stable isotope analysis ( d13C and d15N) of soil invertebrates and their food sources,"Olaf Schmidt, James Curry, J Dyckmans, Emilia Rota, Charles Scrimgeour",Pedobiologia,,171-180,2004
"Genetic variation in Symbiodinium (=Gymnodinium) microadriaticum Freudenthal, and specificity in its symbiosis with marine invertebrates. III. Specificity and infectivity of Symbiodinium microadriaticum","D Schoenberg, R Trench",Proc. R. Soc. Lond,207,445-460,1980
"Epibiontic microorganisms as a local control factor of bryozoan distribution and bryozoan ""micro-reefs",J Scholz,Beiträge zur Paläontologie,20,75-87,1995
Environmental versus genetic causes of morphologic variability in bryozoan colonies from the deep sea,T Schopf,Paleobiology,2,156-165,1976
Transformation of male maxillae in raptorial organ in the Podocopida (Ostracoda),E Schornikov,Zoologicheskii Zhurnal,59,456-458,1980
Études biospéologiques. XVII. Ein dritter Beitrag ueber die Höhlen-Diplopoden Belgiens sowie ueber einige andere belgische Diplopoden (Ueber Diplopoden No. 33),O Schubart,Bulletin du Musée royal d'histoire naturelle de Belgique,15,1-16,1939
Korallenriffe: kunstliche Riffe geben erstmals Einblick in die Riffentstehung,H Schuhmacher,Umschau,83,48-52,1983
"Morphological variation in Bradyidius pacificus (Brodsky, 1959) (Copepoda: Aetideidae) in the eastern part of the Sea of Okhotsk","N Sedova, A Grigoryev, S Grigoryev",Zoosystematica Rossica,18,17-24,2009
Ein neuer Rivuline aus Peru: Pterolebias rubrocaudatus (Pisces: Atheriniformes: Cyprinodontidae),L Seegers,Zoologische Beiträge,35,243-250,1984
Different-scale variations in the abundance and species diversity of metazoan microzooplankton in the coastal zone of the Black Sea,"S Seregin, E Popova",Water Resources,46,769-779,2019
"Slugs (Mollusca: Gastropoda: Pulmonata) collected from eastern Black Sea region. Türk Sucul Yaşam Dergisi, 2 (2) (= I","R Şeşen, H Schütt",Turkish Journal of Aquatic Life,2,193-198,2004-09
,,Severoceskou Prirod,89,,
"Communauté actuelle de crabes (Brachyura, Decapoda, Crustacea, Arthropoda) de la Lagune de Bizerte (Tunisie Septentrionale)","M Shaiek, M Romdhane, A Ben Rejeb Jenhani",Rapp. Comm. int. Mer Médit,39,,2010
"A new species of rheophilic cyprinid fish (Teleostei: Cyprinidae) from the Brahmaputra Basin, northeast India",", B Shangningam, L Kosygin, B Sinha",,4695,148-158,2019
A new species of the genus <i>Bathypterois</i> (Fam. Chlorophthalmidae) from the eastern part of the Indian Ocean,"Y Shcherbachev, K Sulak",Ichthyol,28,120-123,1988
Distribution and age structure of Metridia okhotensis in the Okhotsk Sea during the year,M Shebanova,PICES Scientific Report,,,2004
Studies on the life cycles of two species of copepods parasitic on marine fishes,"R Shields, P Stein",Journal of Parasitology,51,,1965
Notes on abnormal examples of centipedes,K Shinohara,II. Saishu to Shiinku,11,,1949
"Behavioral Patterns of the Japanese Pill Milliped, Hyleoglomeris stuxbergi",K Shinohara,Zoological Magazine,79,175-180,1970
A Pipiscid-like fossil from the Lower Cambrian of south China,"D Shu, S Conway Morris, X Zhang, L Chen, Y Li, J Han",Nature,400,746-749,1999
Breeding sites of Sterna eurygnatha and other sea birds off the Brazilian coast,"H Sick, A Leao",Auk,82,507-508,1965
"Novyi vid stigobiontnykh amfipod (Crustacea: Amphipoda: Psedocrangonyctidae) iz Primorya, c opisaniem samki Pseudocrangonyx levanidovi Birstein iz rodnikov Khora. [New species of stygobiont amphipod (Crustacea: Amphipoda: Pseudocrangonyctidae) from Primorye, with description of female of Pseudocrangonyх levanidovi Birstein from the Khor River springs",D Sidorov,zoologicheskii Zhurnal,1,92-105,2009
"Catalogue of Crustacea (Arthropoda, Crustacea) of the Udmurt Republic","S Sidorovsky, I Kargapoltseva, N Kholmogorova",Amurian Zoological Journal,10,101-102,2018
Experimental evaluation of microplastic consumption by using a size-fractionation approach in the planktonic communities,"J Silva, B Lansac-Toha, F Segovia, L Amadeo, L Braghin, H Velho, C Sarmento",Of The Total Environment,821,,2022-05
"The true identity of Bryconops cyrtogaster (Norman), and description of a new species of Bryconops Kner (Characiformes: Iguanodectidae) from the Rio Jari, lower Amazon basin","C Silva-Oliveira, C Moreira, F Lima, L Py-Daniel",of Fish Biology,97,860-868,2020
Termitenleben auf Ceylon: neue Studien zur Soziologie der Tiere zugleich ein Kapitel kolonialer Forstentomologie,", F Silvestri",,,,1911
A commensal polynoid worm from California,Tage Skogsberg,Proceedings of the California Academy of Sciences,17,253-265,1928
Morpho-functional grounds of life mode of Cladocera. XI. On comparative morphology of antenna in Anomopoda (Phyllopoda: Crustacea),N Smirnov,Arthropoda Selecta,10,181-184,2001
"Hematozoa of teleosts from Lizard Island, Australia, with some comments on their possible mode of transmission and the description of a new hemogregarine species","N Smit, A Grutter, R Adlard, A Davies",Journal of Parasitology,92,778-788,2006
"Alien freshwater fish parasites from South Africa: Diversity, distribution, status and the way forward","N Smit, W Malherbe, K Hadfield",International Journal For Parasitology-Parasites And Wildlife,6,386-401,2017
"The Cretaceous Bagh Formation, India: a Gondwanan window onto Turonian shallow-water echinoid faunas",A Smith,<em>Cretaceous Research,31,368-386,2010
"Lower Tertiary foraminifera from Contra Costa county, California",B Smith,<em>University of California Publications in Geological Sciences,32,127-242,1957
"Streptonivicin, a new antibiotic. I. Discovery and biologic studies","C Smith, A Dietz, W Sokolski, G Savage",Chemother (Northfield),,135-142,1956
"Notes on gamete production in Lanice conchilega (Annelida, Polychaeta, Terebellidae)",Ralph Smith,Invertebrate Reproduction and Development,15,7-12,1989
Notes on new or little known species of American cancroid Crustacea,S Smith,of the Boston Society of Natural History,12,274-289,1869
"Description of <i>Fusilaria garciai</i> new genus, new species (Gastropoda: Fasciolariidae: Fasciolariinae) from the western Caribbean Sea",M Snyder,Nautilus,127,125-129,2013-09-30
Dvustvorchatyye mollyuski pozdnemelovykh platformennykh morey Yugo-Zapada SSSR [Late Cretaceous bivalve molluscs of the platform seas of southwestern USSR,S Sobetski,paleontologicheskogo instituta,159,1-18,1977
The origin of lateral claws in insects,"J Sobotnik, P Stys",Acta Universitatis Carolinae Biologica,43,195-202,1999
"Les caracteristiques taxonomiques, ecologiques et biogeographiques des peuplements insulaires",,,,1-278,1987
"Novosphingobium pentaromativorans sp. nov., a high-molecular-mass polycyclic aromatic hydrocarbon-degrading bacterium isolated from estuarine sediment","J Sohn, K Kwon, J.-H Kang, H.-B Jung, S.-J Kim",Journal of Systematic and Evolutionary Microbiology,54,1483-1487,2004
Systematics and zoogeography of the land and fresh-water Mollusca of the New Hebrides,A Solem,Zoology,4,1-359,1959
"<i>Steinernema shori</i> n. sp., a new entomopathogenic nematode (Nematoda: Steinernematidae) from India","S Soni, J Patil, V Linga, P Mhatre, M Gowda, J Ganguli, V Půža",Helminthology,,,2023
New species of Cnidaria in reservoirs of the Saratov District (Volga region),"Y Sonina, J Malinina",Vnutrennikh Vod,2,7-9,2009
Marint Nedre-Miocaen i Klintinghoved paa Als. Et Bidrag til Løsning af Aquitanien-Spørgsmaalet,T Sorgenfrei,"Geologiske Undersogelse, ser. 2",65,1-8,1940
Новые позднепермские нодозаринды Южного Приморья - New Late Permian Nodosariidae from the Southern Primorye. <em>Новые виды древних растений и беспозвоночных СССР. ВСЕГЕИ - New species of fossil plants and invertebrates from the USSR,M Sosnina,VSEGEI,2,146-150,1968
New Late Permian Nodosaria from southern Primorye. <em>Новые роды и виды древних растений и беспозвоночных СССР - New genera and species of ancient plants and invertebrates of the USSR,", M Sosnina",,,63-66,1980
"Monograph of the genus <i>Iridina</i>. In: Conchologia iconica, or",G Sowerby,Illustrations of the shells of molluscous animals,16,,1868
"Tromsosundets amphipoder, isopoder og cumaceer",Sparre Schneider,Tromso Museum Arshefter,47,,1926
La communauté néritique de la région des embouchures du Po. Rapports et Procès-Verbaux des Réunions de la Commission Internationale pour l'Exploration,"M Specchi, S Fonda-Umani",Scientifique de la Mer Méditerranée,28,197-199,1983
Determination of heavy metals in sea water and in marine organisms by flameless AAS. VII. Simple extraction method for determination of extremely low Cadmium levesl in small seawater samples,K.-R Sperling,Fresenius Z.Anal.Chem,292,113-119,1978
A lost turrid species re-discovered,F Springsteen,Philippine Sells News,,3-9,1982
"New information on molluscan paleontology and depositional environments of the Upper Pliocene Pico Formation, Valencia area, Los Angeles County, southern California","R Squires, L Groves, J Smith",<em>Contributions in science,511,1-24,2006
"Evidence for a Hydrodynamic Mechanism of Sound Production by Courting Males of the Notchtongue Goby, <i>Bathygobius curacao</i> (Metzelaar)",J Stadler,Bioacoustics,13,145-152,2002
"Chromidotilapia linkei n. sp. aus dem Mungo River, Kamerun (Pisces: Cichlidae)",W Staeck,<em>Senckenbergiana Biologica,60,153-157,1979
Millipedes (diplopoda) of havranie skalt nature reserve (Slovakia),"S Stasiov, V Hruz",Chránené územia Slovenska,42,15-16,1999
Sea of Cortez,", J Steinbeck, E Ricketts",,,,1941
"Новое название для вида Janischewskina compressa Grozdilova et Lebedeva, 1978 (Foraminifera) - New name for the species Janischewskina compressa Grozdilova et Lebedeva, 1978 (Foraminifera)","T Stepanova, N Gibshman",<em>Палеонтологический журнал - Paleontological Journal,,114-114,2017
Lifz between tidemarks on rocky shores,", T Stephenson, A Stephenson",,,,1972
Report on Work Done in North America During,", T Stephenson, Anne Stephenson",,,1-11,1947
"Extinction, perhaps not at a snail’s pace",W Sterrer,Critter Talk - Bermuda Zoological Society,18,6-7,1995
Bemerkungen über den Köder beim Sardellenfang in der Adria,A Steuer,Österreichische Fischerei-Zeitung,,,1905
"A new Permian waagenophyllid coral from the Klamath Mountains, California","C Stevens, M Miller, M Nestell",Journal of Paleontology,61,690-699,1987
"Part II: Fusulinids of the Joyita Hills, Socorro County, central New Mexico",W Stewart,"Mexico Bureau of Geology & Mineral Resources, Memoir",23,33-80,1970
Population dynamics of salmon lice Lepeophtheirus salmonis on Atlantic salmon and sea trout,"A Stien, P Bjørn, P Heuch, D Elston",<em>Marine Ecology Progress Series,290,263-275,2005
The spread of Hydramoeba infections in mixed Hydra species systems,A Stiven,Oecologia,6,118-132,1971
Notes on Iowa diatoms VII. Rare and little known diatoms from Iowa,E Stoermer,Iowa Academy of Sciences,71,55-66,1964
"Geophilus serbicus sp. nov., a new species from the Balkan Peninsula (Chilopoda: Geophilomorpha: Geophilidae)","D Stojanovic, M Bojan, M Amna, Ž Dragan, E Slobodan",Zootaxa,4658,556-570,2019
Characteristics of zooplankton community in the Volga reach of the Rybinsk Reservoir: seasonal dynamics,V Stolbunova,"Biology of Inland Waters, Institute for Biology of Inland Waters RAS / Biologiya Vnutrennikh",,67-71,2003
Zur stratigraphische Stellung der Oberturon und Emschermergel in der Umgebung von Leitmeritz,H Storm,"Firgenwald, Reichenberg",4,3-29,1931
The loss of genetic diversity in Harpacticoid copepods as a result of contamination exposure,G Street,"Dissertation Abstracts International, B, Sciences and Engineering",58,,1996
Notes on Trematodes from a Long Island duck with description of a new species,"H Stunkard, F Dunihue",Bulletin,60,179-186,1931
Über das Plankton des Davoser Sees während seiner Umgestaltung zum Stausees,"O Suchlandt, W Schmassmann",Schweizer naturf. Ges. Davos,,119-127,1929
"Invertebrate predators of zooplankton on Georges Bank, 1977-1987","B Sullivan, T Kocher",Sea Research Part II: Topical Studies in Oceanography,43,1503-1519,1996
Paleontologic characteristics and age of Algal-Archaeocyathan bioherms of Medvezhnaya river,"V Sundukov, A Fedorov","Trudy Akad. Nauk SSSR, Sibirskoye otdeleniye",669,108-119,1986
"Next-Generation Sequencing of an 88-Year-Old Specimen of the Poorly Known Species Liagora japonica (Nemaliales, Rhodophyta) Supports the Recognition of Otohimella gen","M Suzuki, T Segawa, H Mori, A Akiyoshi, R Ootsuki, A Kurihara, H Sakayama, T Kitayama, T Abe, K Kogame, H Kawai, H Nozaki",nov. <em>PLOS ONE,11,,2016
"Cibicides Spp (Protozoa, Foraminifera) As Epizoites On The Arctic Bntenna-Brooding Arcturus Baffini (Crustacea, Isopoda, Valvifera)","J Svavarsson, B Davidsdottir",Polar Biology,15,569-574,1995
Collapse of a food chain,K Svitil,Discover,,36-37,1995-07
Feeding opportunities of larval and juvenile cod (Gadus morhua) in a Greenlandic fjord: temporal and spatial linkages between cod and their preferred prey,"R Swalethorp, S Kjellerup, E Malanski, P Munk, T Nielsen",Biology<,161,2831-2846,2014
"Recent Ostracoda from Port Pegasus, Stewart Island, New Zealand",K Swanson,New Zealand Journal of Marine and Freshwater Research,13,151-170,1979
"Armorhydra janowiczi n. g., n. sp. hydroméduse bentique","B Swedmark, G Teissier",rendus hebdomadaires des séances de l'Académie des sciences de Paris,247,133-135,1958
"Note préliminaire sur un polychète sédentaire aberrant, Psammodrilus balanoglossoides, n.gen., n.sp",Bertil Swedmark,för Zoologi,4,159-162,1952
,,Syst. Veg. ed,14,,1784
Neue Arten der Trematodenfamilie Aporocotylidae aus dem Blut und der Leibeshohle von Susswasserfischen des Rio de La Plata,L Szidat,<em>Zeitschrift für Parasitenkunde,15,70-86,1951
"Catalog of type specimens in the Invertebrate Division, Argentine Museum of Natural Sciences. I. Porifera, Cnidaria, Mesozoa, Platyhelminthes, Nemertinea, Rotifera, Nematomorpha, Nematoda, Bryozoa, Annelida, Crustacea, and Echinodermata","A Tablado, L Venerus",Revista del Museo Argentino de Ciencias Naturales Nueva Serie,2,203-236,2000
"Terrestrial isopods from the Oued Laou basin, north-eastern Morocco (Crustacea: Oniscidea), with descriptions of two new genera and seven new species","S Taiti, C Rossano",of Natural History,49,2067-2138,2015
"Establishment of a new genus Nipponomysis (Crustacea, Mysidacea) with special reference to its relationship to the genus Proneomysis, with descriptions of its two new species","K Takahashi, M Murano",of the Tokyo University of Fisheries,73,115-144,1986
Important roles for epithelial cell peptides in hydra development,"T Takahashi, T Fujisawa",Bioessays,31,610-619,2009
"Cretaceous echinoids from the Sanchu Graben, Central Japan",K Tanaka,"Transactions and Proceedings of the Palaeontological Society of Japan, New Series",59,126-142,1965
Effect of certain psycho-chemical factors on the plancton of the Nangal Lake,"K K; Tandon, H Singh","Proceedings of the Indian Academy of Sciences, Series B",76,15-25,1972
"Report on the work of the United States Fish Commission steamer 'Albatross' from January 1, 1887",Z Tanner,Annual Report of the United States Commission of Fish and Fisheries,1887,371-435,1888
Palaeoecology and diversity of endosymbionts in Palaeozoic marine invertebrates: Trace fossil evidence,", Leif Tapanila",,38,89-99,2005
"Notes on the feeding of Blennius cristatus Linnaeus from a rocky pool of Itanhaém, Sao Paulo State","A Tararam, Y Wakabara",Boletim do Institudo Oceanografico,31,1-3,1982
In the shadow: The emerging role of long non-coding RNAs in the immune response of Atlantic salmon,"E Tarifeno-Saldivia, D Valenzuela-Miranda, C Gallardo-Escarate",Developmental And Comparative Immunology,73,193-205,2017
"Free-Living Nematodes in Seasonal Coastal Ice of the White Sea. Description of Hieminema obliquorum Gen. et Sp. N. (Nematoda, Monhysteroidea) (Svobodnozhivushchie Nematody v Sezonnom Pribrezhnom L'du Belogo Moria. Opisanie Hieminema obliquorum Gen. et Sp. N. (Nematoda, Monhysteroidea)","A Tchesunov, D Portnova",Zoologicheskii Zhurnal,84,899-914,2005
The impact of nuisance planktonic invaders on pelagic communities: a review of the Baltic Sea case studies,", I Telesh, E Naumenko",,15,206-219,2021
,,,,,1842
"Modele deterministe simplifie d'une population cavernicole, application a Meta mendardi (Araneae, Argiopidae) et Tachypodoiulus albipes (Diplopoda, Iulidae) [A simplified determinist model of a cave population. Application to Meta menardi",R Tercafs,Mémoires de Biospéologie,22,197-201,1995
The thecosomatous pteropods II. The Indo-Pacific,J Tesch,Report,5,1-82,1915
"Neomysis integer (Leach) und Gammarus locusta (L.), zwei Salzwasserorganismen im Bereich der Weser bei Nienburg/Niedersachsen",K Teufert,Beiträge zur Naturkunde Niedersachsens,33,91-97,1980
Description d'une nouvelle espèce de Barbus (Cyprinidae) du bassin central du Kouilou,"G Teugels, V Mamonekene",Congo,16,43-52,1992
"Four new species of <i>Amphidromus</i> Albers, 1850 (Gastropoda: Camaenidae) from Vietnam",N Thach,Maris,56,35-39,2017
"Über Kugeltausendfüsser aus Griechenland und Zypern (Diplopoda, Glomerida). - On Glomerida from Greece and Cyprus",K Thaler,Entomologische Nachrichten und Berichte,43,195-201,1999
The genus Guernea Chevreux,,,,,1887
"Invertebrates on the rocks. Structure and diversity of aquatic invertebrate communities in the freshwater rock pools of Lower Provence (southern Paca region, France). Des invertébrés « on the rocks » : Structure et diversité des communautés d'invertébrés aquatiques des rock pools d'eau douce de la Basse-Provence (sud de la région Paca, France)","A Thiery, C Meisch, D Defaye",de la Societe Linneenne de Provence,72,123-163,2021
Development of a test system for screening toxic substances: a comparison using organic substances,", C Thomas",,,,1985
Four new Rhoicosphenia species from fossil deposits in India and North America,"E Thomas, J Kociolek, B Karthick",Research,30,35-54,2014
The Platyischnopidae of America (Crustacea: Amphipoda),"J Thomas, J Barnard",<em>Smithsonian Contributions to Zoology,375,,1983
"Galàpagos marine invertebrates. Taxonomy, biogeography, and evolution in Darwin's Islands",", K Thomson",,,120-151,1988
"Note on a remarkable alcyonarian, Studeria* mirabilis g. et sp. n",J Thomson,of the Royal Microscopical Society,,,1908
Note on the construction of the lorica in the genus Brachionus,V Thorpe,Journal of the Royal Microscopical Society,13,229-231,1893
Abyssal benthic Amphipoda (Crustacea) from the East Iceland Basin. 2. Lepechinella and an allied new genus,M Thurston,"Bulletin of the British Museum (Natural History), Zoology",38,69-87,1980
"Marine nematodes of the order Desmoscolecida from McMurdo Sound, Antarctica. <em>Biology of the Antarctic Seas VI-Antarctic",R Timm,Res. Ser,26,225-236,1978
Lange-Bertalot-Festschrift: Studies on Diatoms,M Tolotti,,,327-352,2001
"Temps de développement des oefs, durée de vie des copépodites IV, V et des adultes de Calanoides carinatus (copépodes planctonique)","J Tomasini, D Petit",Scient. Centre O.R.S.T.O.M. Pointe-Noire,48,1-18,1977
Aral Sea Project Reports 1992/93,"R V; Torianikova, I G; Sergeeva, S; Tukhtaev",,,49-51,1994
"The Cuban operculate land mollusks of the family Annulariidae, exclusive of the subfamily Chondropominae","C Torre, P Bartsch",of the United States National Museum,89,9-57,1941
"The Presence Of The Indo-Pacific Symbiont-Bearing Foraminifer Amphistegina lobifera In Greek Coastal Ecosystems (Aegean Sea, Eastern Mediterranean)","M Triantaphyllou, O Koukousioura, M Dimiza",<em>Mediterranean Marine Science,10,73-85,2009
Role of DNA barcoding in marine biodiversity assessment and conservation: An update,"S Trivedi, A Aloufi, A Ansari, S Ghosh",Journal of Biological Sciences,23,161-171,2016
/i> a new genus of invertebrate animals,T Tullberg,Svenska Vetenskapsakademien Handlingar,3,1-2,1875
"A new genus and new species of dyakiid snail (Pulmonata: Dyakiidae) from the Phu Phan Range, northeastern Thailand","C Tumpeesuwan, F Naggs, S Panha",Raffles Bulletin of Zoology,55,363-369,2007
"First verified record of the genus Landouria Godwin-Austen, 1918 from Thailand (Gastropoda: Stylommatophora: Camaenidae) with description of a new species","C Tumpeesuwan, S Tumpeesuwan",Bulletin of Zoology,67,298-305,2019
"A replacement name for Agerina Farinacci, 1991 (Foraminifera) non Tjernvik, 1956",S Turvey,of Micropalaeontology,22,139-139,2003
"The Oxystomata and Gymnopleura (Crustacea, Brachyura) of Western Australia with descriptions of two new species from Western Australia and one from India","M Tyndale-Biscoe, R George",of the Royal Society of Western Australia,45,65-96,1962
Do artificial substrates favor nonindigenous fouling species over native species?,"Megan Tyrrell, James Byers",Journal of Experimental Marine Biology and Ecology,342,54-60,2007
On the frequent occurrence of fresh-water medusae in Japan,T Uchida,"J. Fac. Sci. Hokkaido Univ., Zool",610,157-160,1951
Über die Ostracodenverteilung im Miozän des nördlichen Niedersachsen (NW - Deutschland),H Uffenorde,Neues Jahrbuch für Geologie und Palaeontologie.Monatshefte,,303-320,1980
The provenance of the Greek land snail species Isabellaria pharsalica: molecular evidence of recent passive long-distance dispersal,"D Uit De Weerd, D Schneider, E Gittenberger",Journal of Biogeography,32,1571-1581,2005
,,Univ. Wash. Publ. Biol,7,,
Publications on Turkish fossil corals,C Unsalaner-Kiragli,FC&P,7,,1978
"Les Ciliés de la microfaune des ""sables calcaires calibrés"" des environs de Marseille",E Vacelet,des Travaux de la Station marine d'Endoume,22,13-18,1961
Révision des Échinides de Saint Cassian,A Vadet,<em>Mémoires de la Société Académique du Boulonnais,20,1-116,1999
"Diatomaceas de pontal do sul (Município de Paranaguá, Estado do Paraná, Brazil (Chrysophyta, Bacillariophyceae))","I Valente Moreira, H Moreira Filho",Phycologia latino-americana,1,156-185,1981
"Class Bivalvia. In: Taxonomic Atlas of the Benthic Fauna of the Santa Maria Basin and Western Santa Barbara Channel. The Mollusca Part 1 - The Aplacophora, Polyplacophora, Scaphopoda, Bivalvia and Cephalopoda",P Valentich-Scott,Santa Barbara Museum of Natural History,8,97-173,1998
Checklist of the marine macroalgae of Vietnam,"T Van Nguyen, N Le, S.-M Lin, F Steen, O De Clerck",Marina,56,,2013
Porifera - a guide to the classification of the sponges<,R Van Soest,,,,2002
Description de Brachyoures montiens du Cominges,V Van Straelen,"de la Société Belge de Géologie, de Paléontologie et d'Hydrologie",34,58-62,1925
Two new shells from Hayti,E Vanatta,of the Academy of Natural Sciences of Philadelphia,70,237-238,1918
"ramosus</i> (Cantraine, 1835) (Gastropoda: Polyceridae): new records in the Bay of Biscay, with notes on distribution and food",", A Vanhaelen, C Massin, J Martin, P Laffargue",,32,53-64,2014
Anomalia sexual num Nemátode marinho,Vannucci Mendes,"Boletins Da Faculdade De Filosofia, Ciencias E Letras (Zoologia)",6,255-265,1942
On the young stage of Eucheilota duodecimalis (Leptomedusae),M Vannucci,An. Acad. bras. Cienc,32,395-397,1960
"Brasergasilus mamorensis sp. n. (Copepoda: Ergasilidae) from the nasal cavities of Hydrolycus pectoralis (Guenther, 1866) (Characiformes: Cynodontidae) from the Brazilian Amazon, and considerations about Abergasilinae","A Varella, J Malta",Amazonica,31,323-330,2001
Some digenetic trematodes of Philippine food fishes,C Velasquez,of Parasitology,47,521-526,1961
Effects of seasonal fluctuation of amazon river discharge on the spatial and temporal changes of meiofauna and nematodes in the amazonian coast,"V Venekey, T Melo, J Filho",<em>Coastal and Shelf Science,227,1-10,2019
"Occurrence of caligid copeopds (Crustacea) in plankton samples collected from Japan and Tailand, with the description of a new species","B Venmathi Maran, S Ohtsuka, P Jitchum",Species Diversity,17,87-95,2012
a. Di alcuni Echinodermi dell'Eocene dell'isola di Rodi,S Venzo,Bollettino della Società Geologica Italiana,53,121-132,1934
Multi-year evolution of the zooplankton community of Lago di Endine,E Verga,,,,2003
"Über Diplopoden Tirols, der Ostalpen und anderer Gegenden Europas, nebst vergleichend-morphologischen und biologischen Beobachtungen",K Verhoeff,Beiträge zur Kenntnis paläarktischer Myriopoden 4),62,187-242,1896
Die verwandtschaftliche Stellug von Hemimerus,K Verhoeff,Sitzungsberichte der Gesellschaft Naturforschender Freunde zu Berlin,,87-89,1902
The Bermuda Islands: Part V. An account of the Coral Reefs (Characteristic Life of the Bermuda Coral Reefs). <em>Porifera: Sponges,A Verrill,Transactions of the Connecticut Academy of Arts and Sciences,12,,1907
"III: Mollusks, Echinoderms, Coelenterates, etc. Part G: Alcyonaria and Actiniaria",A Verrill,,,,1922
Revision of Desmodora with descriptions of new Desmodorids (Nematoda) from hydrothermal vents of the Pacific,"D Verschelde, N Gourbault, M Vincx",Mar. Biol. Ass. U.K,78,75-112,1998
"Oncoceratium amphidactylum n. gen. n. sp.(Monogenoidea: Gyrodactylidae) from Hoplosternum littorale (Hancock)(Siluriformes, Callichthyidae) from southeastern Brazil","R Vianna, L Pelegrini, D Vieira, R De Azevedo, V Abdallah",Parasitology,,1-17,2023
Nouvelles études sur le plankton de la baie d'Alger. IV. Trois aphroditiens pélagiques,Camille Viguier,"<em>Annales des Sciences Naturelles, Zoologie, Paris. Série",9,85-99,1912
"The Phylogenetic Systematics of Freeliving Nematodes by S. Lorenzen, 1994 -- Book Review",Magda Vincx,Fundamental and Applied Nematology,19,,1996
Parasitology of aquatic invertebrates. Collection of papers,,Lietuvos TSR Mokslu Akad,118,,1980
Parasite induced mortality is context dependent in Atlantic salmon: insights from an individual-based model,K Vollset,<em>Scientific Reports,9,1-16,2019
Distribution quantitative des foraminifères néogènes et quaternaires aux environs d'Anvers,"J Voorthuysen, K Van & Toering",Rijks Geol. Dienst,,93-123,1969
"A new species of <i>Tonna</i> Brünnich, 1772 (Gastropoda, Tonnidae) (<i>Tonna oentoengi</i>) from Indonesian and Western Australian waters",C Vos,Maris<,44,18-24,2005
"Meiobenthic fauna (without Harpacticoida) in the southern part of Gulf of Trieste, Slovenia: list of taxa",B Vriser,Annales Series Historia Naturalis (Koper),13,33-40,2003
Phylogeny of the Nudibranchia,"H Wägele, R Willan",Journal of the Linnean Society,130,83-181,2000
O novykh paraziticheskikh rakoobraznykh iz semeystva Dendrogasteridae (otryad Ascothoracida),V Wagin,Trudy Leningradskogo Obshchestva Estestvoispytateley,70,3-89,1950
"Additions to the fish fauna of Lord Howe Island, No. 4",E Waite,the Australian Museum,,17-24,1904
"Petri Artedi sueci genera piscium. In quibus systema totum ichthyologiae proponitur cum classibus, ordinibus, generum characteribus, specierum differentiis, observationibus plurimis. Redactis speciebus 242 ad genera 52. Ichthyologiae pars III. <em>Ant. Ferdin. Rose, Grypeswaldiae [Greifswald",", J Walbaum",,,,1792
XLIV.-On Pherusa fucicola (Leach),A Walker,<em>Annals and Magazine of Natural History,7,418-422,1891
Etching of the Test Surface of Benthonic Foraminifers due to Ingestion by the Gastropod Littorina littorea Linne,D Walker,Canadian Journal of Earth Sciences,8,1487-1491,1971
A new toadfish (Batrachoididae) considered to be a glacial relict in the West Indies,"V Walters, C Robins",<em>American Museum Novitates,2047,1-24,1961
Two new eyeless ostracods of the genus Entocythere from Florida,"M; Walton, H Hobbs",Quarterly Journal of the Florida Academy of Sciences,22,114-120,1959
Arctica islandica L.),A Wanamaker,,,,2007
"Spatio-temporal structure of the Copepoda Harpacticoida on a transect in the region of Macaé, RJ",A Wandeness,,,,1998
"Parasitic trematodes from fishes of Poyang Lake. II. Four new species of the families Echinostomatidae, Gorgoderidae and Sanguinicolidae",H Wang,Zootaxonomica Sinica,7,353-359,1982
